,subject.id,word,value,order,last
236,54,JULY,12,2,False
237,54,FEBRUARY,2,3,True
238,55,JANUARY,14,1,False
239,55,NOVEMBER,22,2,True
240,56,MARCH,18,1,False
241,56,JUNE,14,2,False
242,56,JULY,12,3,True
243,57,OCTOBER,20,1,False
244,57,NOVEMBER,22,2,False
245,57,JUNE,14,3,False
246,57,DECEMBER,3,4,False
247,57,MARCH,18,5,False
248,57,JANUARY,14,6,True
249,58,MARCH,18,1,False
250,58,NOVEMBER,22,2,False
251,58,JULY,12,3,False
252,58,JUNE,14,4,False
253,58,SEPTEMBER,16,5,False
254,58,OCTOBER,20,6,False
255,58,AUGUST,7,7,False
256,58,FEBRUARY,2,8,True
257,59,JULY,12,1,False
258,59,JUNE,14,2,False
259,59,FEBRUARY,2,3,False
260,59,NOVEMBER,22,4,False
261,59,AUGUST,7,5,False
262,59,JANUARY,14,6,False
263,59,SEPTEMBER,16,7,False
264,59,MARCH,18,8,False
265,59,APRIL,18,9,False
266,59,DECEMBER,3,10,False
267,59,OCTOBER,20,11,False
268,59,MAY,25,12,True
269,60,MARCH,18,1,False
270,60,NOVEMBER,22,2,False
271,60,APRIL,18,3,False
272,60,MAY,25,4,True
273,61,FEBRUARY,2,1,False
274,61,AUGUST,7,2,False
275,61,MARCH,18,3,False
276,61,DECEMBER,3,4,False
277,61,MAY,25,5,True
278,62,JULY,12,1,False
279,62,NOVEMBER,22,2,False
280,62,MARCH,18,3,False
281,62,AUGUST,7,4,False
282,62,DECEMBER,3,5,False
283,62,FEBRUARY,2,6,True
284,63,FEBRUARY,2,1,False
285,63,AUGUST,7,2,False
286,63,NOVEMBER,22,3,False
287,63,OCTOBER,20,4,True
288,64,JANUARY,14,1,False
289,64,AUGUST,7,2,False
290,64,SEPTEMBER,16,3,False
291,64,JULY,12,4,True
292,65,SEPTEMBER,16,1,False
293,65,MARCH,18,2,False
294,65,JANUARY,14,3,False
295,65,OCTOBER,20,4,True
296,66,MAY,25,1,False
297,66,JUNE,14,2,True
298,67,JUNE,14,1,False
299,67,FEBRUARY,2,2,False
300,67,NOVEMBER,22,3,False
301,67,JULY,12,4,False
302,67,MARCH,18,5,False
303,67,JANUARY,14,6,False
304,67,AUGUST,7,7,False
305,67,SEPTEMBER,16,8,False
306,67,OCTOBER,20,9,False
307,67,MAY,25,10,False
308,67,APRIL,18,11,False
309,67,DECEMBER,3,12,True
310,68,APRIL,18,1,False
311,68,NOVEMBER,22,2,False
312,68,MAY,25,3,False
313,68,JANUARY,14,4,False
314,68,AUGUST,7,5,False
315,68,JULY,12,6,True
316,69,AUGUST,7,1,False
317,69,NOVEMBER,22,2,True
318,70,MAY,25,1,False
319,70,FEBRUARY,2,2,False
320,70,MARCH,18,3,False
321,70,JUNE,14,4,True
322,71,SEPTEMBER,16,1,False
323,71,MARCH,18,2,False
324,71,MAY,25,3,False
325,71,DECEMBER,3,4,False
326,71,OCTOBER,20,5,False
327,71,JULY,12,6,True
328,72,DECEMBER,3,1,False
329,72,MAY,25,2,True
330,73,JANUARY,14,1,True
331,74,JANUARY,14,1,False
332,74,OCTOBER,20,2,False
333,74,JULY,12,3,True
334,75,MAY,25,1,False
335,75,FEBRUARY,2,2,False
336,75,JUNE,14,3,True
337,76,FEBRUARY,2,1,False
338,76,AUGUST,7,2,False
339,76,JUNE,14,3,False
340,76,APRIL,18,4,False
341,76,JANUARY,14,5,False
342,76,DECEMBER,3,6,False
343,76,OCTOBER,20,7,True
344,77,MARCH,18,1,False
345,77,OCTOBER,20,2,False
346,77,JANUARY,14,3,False
347,77,JUNE,14,4,False
348,77,NOVEMBER,22,5,True
349,78,JUNE,14,1,True
350,79,SEPTEMBER,16,1,False
351,79,MAY,25,2,False
352,79,DECEMBER,3,3,False
353,79,JULY,12,4,False
354,79,AUGUST,7,5,True
355,80,MAY,25,1,False
356,80,OCTOBER,20,2,False
357,80,APRIL,18,3,False
358,80,JANUARY,14,4,False
359,80,AUGUST,7,5,False
360,80,MARCH,18,6,True
361,81,MAY,25,1,False
362,81,FEBRUARY,2,2,False
363,81,MARCH,18,3,False
364,81,JULY,12,4,False
365,81,AUGUST,7,5,False
366,81,JUNE,14,6,False
367,81,NOVEMBER,22,7,True
368,82,JULY,12,1,False
369,82,MAY,25,2,True
370,83,APRIL,18,1,False
371,83,SEPTEMBER,16,2,False
372,83,JANUARY,14,3,False
373,83,FEBRUARY,2,4,False
374,83,MARCH,18,5,False
375,83,AUGUST,7,6,False
376,83,JULY,12,7,False
377,83,NOVEMBER,22,8,False
378,83,JUNE,14,9,True
379,84,DECEMBER,3,1,False
380,84,OCTOBER,20,2,False
381,84,MARCH,18,3,False
382,84,JULY,12,4,False
383,84,AUGUST,7,5,False
384,84,JANUARY,14,6,False
385,84,APRIL,18,7,False
386,84,SEPTEMBER,16,8,True
387,85,FEBRUARY,2,1,False
388,85,APRIL,18,2,False
389,85,SEPTEMBER,16,3,False
390,85,DECEMBER,3,4,False
391,85,MAY,25,5,False
392,85,JULY,12,6,False
393,85,AUGUST,7,7,True
394,86,MAY,25,1,True
395,87,DECEMBER,3,1,False
396,87,SEPTEMBER,16,2,False
397,87,AUGUST,7,3,True
398,88,OCTOBER,20,1,False
399,88,SEPTEMBER,16,2,False
400,88,JANUARY,14,3,False
401,88,APRIL,18,4,True
402,89,AUGUST,7,1,False
403,89,JULY,12,2,False
404,89,APRIL,18,3,True
405,90,JULY,12,1,True
406,91,MAY,25,1,True
407,92,DECEMBER,3,1,False
408,92,NOVEMBER,22,2,False
409,92,JUNE,14,3,False
410,92,MARCH,18,4,False
411,92,OCTOBER,20,5,False
412,92,SEPTEMBER,16,6,True
413,93,SEPTEMBER,16,1,False
414,93,JUNE,14,2,True
415,94,JUNE,14,1,False
416,94,AUGUST,7,2,False
417,94,JANUARY,14,3,False
418,94,JULY,12,4,True
419,95,MARCH,18,1,True
420,96,AUGUST,7,1,False
421,96,MAY,25,2,True
422,97,JUNE,14,1,False
423,97,SEPTEMBER,16,2,False
424,97,MARCH,18,3,False
425,97,APRIL,18,4,False
426,97,NOVEMBER,22,5,False
427,97,FEBRUARY,2,6,False
428,97,DECEMBER,3,7,True
429,98,FEBRUARY,2,1,False
430,98,APRIL,18,2,True
431,99,OCTOBER,20,1,False
432,99,NOVEMBER,22,2,True
433,100,JUNE,14,1,False
434,100,NOVEMBER,22,2,False
435,100,AUGUST,7,3,False
436,100,JANUARY,14,4,True
437,101,JUNE,14,1,False
438,101,APRIL,18,2,False
439,101,SEPTEMBER,16,3,False
440,101,MARCH,18,4,True
441,102,DECEMBER,3,1,False
442,102,OCTOBER,20,2,False
443,102,JULY,12,3,False
444,102,FEBRUARY,2,4,True
445,103,APRIL,18,1,False
446,103,SEPTEMBER,16,2,False
447,103,JANUARY,14,3,False
448,103,DECEMBER,3,4,True
449,104,OCTOBER,20,1,False
450,104,SEPTEMBER,16,2,False
451,104,JANUARY,14,3,False
452,104,FEBRUARY,2,4,False
453,104,NOVEMBER,22,5,True
454,105,NOVEMBER,22,1,False
455,105,APRIL,18,2,False
456,105,OCTOBER,20,3,False
457,105,JULY,12,4,True
458,106,OCTOBER,20,1,False
459,106,MARCH,18,2,False
460,106,JANUARY,14,3,True
461,107,APRIL,18,1,False
462,107,NOVEMBER,22,2,False
463,107,FEBRUARY,2,3,False
464,107,DECEMBER,3,4,True
465,108,DECEMBER,3,1,False
466,108,JULY,12,2,False
467,108,SEPTEMBER,16,3,False
468,108,MAY,25,4,False
469,108,JANUARY,14,5,False
470,108,MARCH,18,6,False
471,108,NOVEMBER,22,7,True
472,109,NOVEMBER,22,1,False
473,109,JANUARY,14,2,False
474,109,DECEMBER,3,3,False
475,109,JUNE,14,4,False
476,109,AUGUST,7,5,False
477,109,JULY,12,6,False
478,109,FEBRUARY,2,7,True
479,110,JUNE,14,1,False
480,110,OCTOBER,20,2,False
481,110,SEPTEMBER,16,3,True
482,111,DECEMBER,3,1,False
483,111,OCTOBER,20,2,True
484,112,FEBRUARY,2,1,False
485,112,SEPTEMBER,16,2,False
486,112,DECEMBER,3,3,False
487,112,APRIL,18,4,True
488,113,MARCH,18,1,True
489,114,JANUARY,14,1,False
490,114,SEPTEMBER,16,2,True
491,115,APRIL,18,1,False
492,115,JANUARY,14,2,False
493,115,MARCH,18,3,False
494,115,DECEMBER,3,4,True
495,116,JANUARY,14,1,False
496,116,JULY,12,2,True
497,117,APRIL,18,1,False
498,117,JULY,12,2,False
499,117,SEPTEMBER,16,3,False
500,117,AUGUST,7,4,False
501,117,DECEMBER,3,5,False
502,117,MARCH,18,6,True
503,118,JANUARY,14,1,False
504,118,DECEMBER,3,2,False
505,118,APRIL,18,3,False
506,118,AUGUST,7,4,False
507,118,JUNE,14,5,False
508,118,FEBRUARY,2,6,True
509,119,JANUARY,14,1,False
510,119,NOVEMBER,22,2,False
511,119,APRIL,18,3,False
512,119,SEPTEMBER,16,4,False
513,119,JULY,12,5,False
514,119,FEBRUARY,2,6,True
515,120,JUNE,14,1,False
516,120,NOVEMBER,22,2,False
517,120,DECEMBER,3,3,False
518,120,JANUARY,14,4,True
519,121,MAY,25,1,False
520,121,FEBRUARY,2,2,False
521,121,JANUARY,14,3,False
522,121,NOVEMBER,22,4,False
523,121,SEPTEMBER,16,5,False
524,121,JULY,12,6,False
525,121,OCTOBER,20,7,False
526,121,APRIL,18,8,False
527,121,DECEMBER,3,9,True
528,122,AUGUST,7,1,False
529,122,MARCH,18,2,False
530,122,SEPTEMBER,16,3,False
531,122,JANUARY,14,4,True
532,123,JULY,12,1,False
533,123,FEBRUARY,2,2,False
534,123,MARCH,18,3,False
535,123,JANUARY,14,4,False
536,123,SEPTEMBER,16,5,False
537,123,OCTOBER,20,6,False
538,123,MAY,25,7,False
539,123,DECEMBER,3,8,False
540,123,JUNE,14,9,False
541,123,NOVEMBER,22,10,False
542,123,AUGUST,7,11,False
543,123,APRIL,18,12,True
544,124,OCTOBER,20,1,False
545,124,MARCH,18,2,False
546,124,JULY,12,3,False
547,124,NOVEMBER,22,4,True
548,125,JULY,12,1,False
549,125,JUNE,14,2,True
550,126,DECEMBER,3,1,False
551,126,JANUARY,14,2,True
552,127,AUGUST,7,1,False
553,127,FEBRUARY,2,2,False
554,127,DECEMBER,3,3,True
555,128,DECEMBER,3,1,False
556,128,OCTOBER,20,2,True
557,129,FEBRUARY,2,1,False
558,129,OCTOBER,20,2,False
559,129,MAY,25,3,False
560,129,SEPTEMBER,16,4,True
561,130,APRIL,18,1,False
562,130,SEPTEMBER,16,2,False
563,130,AUGUST,7,3,True
564,131,FEBRUARY,2,1,False
565,131,NOVEMBER,22,2,False
566,131,APRIL,18,3,True
567,132,JANUARY,14,1,False
568,132,AUGUST,7,2,False
569,132,SEPTEMBER,16,3,False
570,132,APRIL,18,4,True
571,133,MARCH,18,1,False
572,133,DECEMBER,3,2,False
573,133,JUNE,14,3,False
574,133,AUGUST,7,4,False
575,133,JULY,12,5,False
576,133,APRIL,18,6,False
577,133,SEPTEMBER,16,7,True
578,134,MARCH,18,1,False
579,134,JULY,12,2,False
580,134,FEBRUARY,2,3,True
581,135,MARCH,18,1,False
582,135,OCTOBER,20,2,False
583,135,MAY,25,3,True
584,136,OCTOBER,20,1,False
585,136,NOVEMBER,22,2,False
586,136,MAY,25,3,False
587,136,JANUARY,14,4,True
588,137,OCTOBER,20,1,False
589,137,MARCH,18,2,True
590,138,MARCH,18,1,False
591,138,APRIL,18,2,False
592,138,JULY,12,3,False
593,138,SEPTEMBER,16,4,False
594,138,OCTOBER,20,5,False
595,138,DECEMBER,3,6,True
596,139,JULY,12,1,False
597,139,MAY,25,2,False
598,139,FEBRUARY,2,3,False
599,139,APRIL,18,4,False
600,139,NOVEMBER,22,5,False
601,139,JUNE,14,6,True
602,140,MARCH,18,1,False
603,140,MAY,25,2,False
604,140,JANUARY,14,3,False
605,140,JUNE,14,4,True
606,141,AUGUST,7,1,False
607,141,JUNE,14,2,False
608,141,JANUARY,14,3,True
609,142,APRIL,18,1,False
610,142,JULY,12,2,False
611,142,MAY,25,3,True
612,143,APRIL,18,1,False
613,143,JUNE,14,2,False
614,143,JANUARY,14,3,True
615,144,MAY,25,1,False
616,144,JULY,12,2,False
617,144,SEPTEMBER,16,3,True
618,145,JULY,12,1,False
619,145,MARCH,18,2,False
620,145,JUNE,14,3,False
621,145,AUGUST,7,4,True
622,146,JULY,12,1,False
623,146,FEBRUARY,2,2,False
624,146,JUNE,14,3,False
625,146,MAY,25,4,False
626,146,SEPTEMBER,16,5,False
627,146,DECEMBER,3,6,False
628,146,OCTOBER,20,7,False
629,146,MARCH,18,8,False
630,146,NOVEMBER,22,9,True
631,147,OCTOBER,20,1,False
632,147,AUGUST,7,2,False
633,147,JANUARY,14,3,True
634,148,MARCH,18,1,False
635,148,OCTOBER,20,2,True
636,149,DECEMBER,3,1,False
637,149,AUGUST,7,2,False
638,149,JULY,12,3,False
639,149,JUNE,14,4,False
640,149,SEPTEMBER,16,5,True
641,150,JANUARY,14,1,False
642,150,MARCH,18,2,False
643,150,NOVEMBER,22,3,True
644,151,DECEMBER,3,1,False
645,151,JUNE,14,2,False
646,151,JULY,12,3,False
647,151,OCTOBER,20,4,False
648,151,NOVEMBER,22,5,False
649,151,MAY,25,6,False
650,151,JANUARY,14,7,True
651,152,FEBRUARY,2,1,False
652,152,SEPTEMBER,16,2,True
653,153,DECEMBER,3,1,False
654,153,APRIL,18,2,False
655,153,JULY,12,3,False
656,153,OCTOBER,20,4,False
657,153,JUNE,14,5,True
658,154,MAY,25,1,False
659,154,MARCH,18,2,False
660,154,NOVEMBER,22,3,False
661,154,OCTOBER,20,4,False
662,154,DECEMBER,3,5,False
663,154,JANUARY,14,6,False
664,154,APRIL,18,7,False
665,154,JULY,12,8,False
666,154,FEBRUARY,2,9,False
667,154,JUNE,14,10,False
668,154,AUGUST,7,11,True
669,155,DECEMBER,3,1,False
670,155,JULY,12,2,False
671,155,APRIL,18,3,False
672,155,JUNE,14,4,True
673,156,NOVEMBER,22,1,True
674,157,MAY,25,1,False
675,157,FEBRUARY,2,2,False
676,157,JULY,12,3,False
677,157,MARCH,18,4,False
678,157,AUGUST,7,5,False
679,157,JUNE,14,6,True
680,158,JANUARY,14,1,True
681,159,MAY,25,1,False
682,159,DECEMBER,3,2,True
683,160,JANUARY,14,1,False
684,160,AUGUST,7,2,False
685,160,MAY,25,3,False
686,160,DECEMBER,3,4,False
687,160,FEBRUARY,2,5,True
688,161,JULY,12,1,True
689,162,JUNE,14,1,False
690,162,AUGUST,7,2,False
691,162,SEPTEMBER,16,3,False
692,162,JULY,12,4,True
693,163,AUGUST,7,1,False
694,163,NOVEMBER,22,2,False
695,163,DECEMBER,3,3,False
696,163,JUNE,14,4,False
697,163,JANUARY,14,5,False
698,163,APRIL,18,6,True
699,164,AUGUST,7,1,False
700,164,MAY,25,2,False
701,164,JUNE,14,3,False
702,164,JANUARY,14,4,False
703,164,OCTOBER,20,5,False
704,164,NOVEMBER,22,6,False
705,164,APRIL,18,7,True
706,165,APRIL,18,1,False
707,165,DECEMBER,3,2,False
708,165,JUNE,14,3,False
709,165,JULY,12,4,False
710,165,MAY,25,5,True
711,166,DECEMBER,3,1,False
712,166,JUNE,14,2,False
713,166,MAY,25,3,False
714,166,AUGUST,7,4,False
715,166,NOVEMBER,22,5,True
716,167,APRIL,18,1,False
717,167,JANUARY,14,2,True
718,168,MAY,25,1,False
719,168,NOVEMBER,22,2,False
720,168,JULY,12,3,False
721,168,MARCH,18,4,True
722,169,SEPTEMBER,16,1,True
723,170,OCTOBER,20,1,False
724,170,MARCH,18,2,True
725,171,MARCH,18,1,False
726,171,AUGUST,7,2,False
727,171,DECEMBER,3,3,False
728,171,MAY,25,4,False
729,171,SEPTEMBER,16,5,False
730,171,JUNE,14,6,True
731,172,MAY,25,1,False
732,172,NOVEMBER,22,2,False
733,172,SEPTEMBER,16,3,False
734,172,MARCH,18,4,False
735,172,APRIL,18,5,False
736,172,JULY,12,6,False
737,172,JANUARY,14,7,True
738,173,JUNE,14,1,False
739,173,NOVEMBER,22,2,True
740,174,DECEMBER,3,1,False
741,174,JULY,12,2,False
742,174,APRIL,18,3,False
743,174,JANUARY,14,4,False
744,174,MAY,25,5,True
745,175,APRIL,18,1,True
746,176,AUGUST,7,1,True
747,177,SEPTEMBER,16,1,False
748,177,MAY,25,2,False
749,177,DECEMBER,3,3,False
750,177,MARCH,18,4,True
751,178,OCTOBER,20,1,False
752,178,DECEMBER,3,2,False
753,178,JANUARY,14,3,True
754,179,JANUARY,14,1,False
755,179,SEPTEMBER,16,2,False
756,179,JUNE,14,3,False
757,179,OCTOBER,20,4,True
758,180,JULY,12,1,False
759,180,APRIL,18,2,False
760,180,OCTOBER,20,3,False
761,180,AUGUST,7,4,False
762,180,SEPTEMBER,16,5,False
763,180,JANUARY,14,6,False
764,180,MAY,25,7,True
765,181,APRIL,18,1,False
766,181,MAY,25,2,True
767,182,AUGUST,7,1,False
768,182,DECEMBER,3,2,False
769,182,OCTOBER,20,3,False
770,182,JULY,12,4,False
771,182,FEBRUARY,2,5,True
772,183,AUGUST,7,1,False
773,183,SEPTEMBER,16,2,False
774,183,FEBRUARY,2,3,False
775,183,JANUARY,14,4,False
776,183,NOVEMBER,22,5,True
777,184,JUNE,14,1,False
778,184,JULY,12,2,False
779,184,OCTOBER,20,3,True
780,185,MAY,25,1,False
781,185,AUGUST,7,2,False
782,185,JULY,12,3,False
783,185,APRIL,18,4,False
784,185,JANUARY,14,5,True
785,186,MARCH,18,1,False
786,186,JULY,12,2,False
787,186,JUNE,14,3,False
788,186,DECEMBER,3,4,False
789,186,SEPTEMBER,16,5,False
790,186,JANUARY,14,6,False
791,186,MAY,25,7,True
792,187,FEBRUARY,2,1,False
793,187,MAY,25,2,False
794,187,OCTOBER,20,3,False
795,187,SEPTEMBER,16,4,False
796,187,NOVEMBER,22,5,False
797,187,AUGUST,7,6,False
798,187,JULY,12,7,True
799,188,FEBRUARY,2,1,False
800,188,JANUARY,14,2,False
801,188,SEPTEMBER,16,3,False
802,188,APRIL,18,4,False
803,188,MARCH,18,5,False
804,188,AUGUST,7,6,False
805,188,JULY,12,7,False
806,188,NOVEMBER,22,8,True
807,189,JUNE,14,1,False
808,189,JANUARY,14,2,False
809,189,FEBRUARY,2,3,False
810,189,DECEMBER,3,4,False
811,189,MAY,25,5,True
812,190,OCTOBER,20,1,False
813,190,JULY,12,2,False
814,190,JUNE,14,3,True
815,191,NOVEMBER,22,1,False
816,191,AUGUST,7,2,False
817,191,APRIL,18,3,False
818,191,JULY,12,4,False
819,191,MARCH,18,5,True
820,192,APRIL,18,1,True
821,193,JUNE,14,1,False
822,193,OCTOBER,20,2,False
823,193,NOVEMBER,22,3,False
824,193,MARCH,18,4,True
825,194,JUNE,14,1,False
826,194,MARCH,18,2,False
827,194,FEBRUARY,2,3,False
828,194,AUGUST,7,4,True
829,195,JANUARY,14,1,False
830,195,DECEMBER,3,2,False
831,195,JUNE,14,3,False
832,195,MAY,25,4,False
833,195,SEPTEMBER,16,5,True
834,196,AUGUST,7,1,False
835,196,NOVEMBER,22,2,True
836,197,SEPTEMBER,16,1,False
837,197,FEBRUARY,2,2,False
838,197,APRIL,18,3,False
839,197,MAY,25,4,False
840,197,AUGUST,7,5,False
841,197,MARCH,18,6,False
842,197,DECEMBER,3,7,False
843,197,OCTOBER,20,8,False
844,197,JULY,12,9,False
845,197,NOVEMBER,22,10,True
846,198,MAY,25,1,False
847,198,DECEMBER,3,2,False
848,198,JUNE,14,3,False
849,198,FEBRUARY,2,4,False
850,198,MARCH,18,5,True
851,199,APRIL,18,1,False
852,199,NOVEMBER,22,2,False
853,199,MARCH,18,3,True
854,200,MARCH,18,1,False
855,200,MAY,25,2,False
856,200,SEPTEMBER,16,3,True
857,201,DECEMBER,3,1,False
858,201,MARCH,18,2,False
859,201,JANUARY,14,3,False
860,201,JUNE,14,4,True
861,202,APRIL,18,1,True
862,203,MARCH,18,1,False
863,203,JULY,12,2,False
864,203,JUNE,14,3,False
865,203,NOVEMBER,22,4,True
866,204,MARCH,18,1,False
