,subject.id,word,value,order,last
237,31,MARCH,18,2,False
238,31,OCTOBER,20,3,False
239,31,MAY,25,4,True
240,32,MAY,25,1,False
241,32,OCTOBER,20,2,False
242,32,SEPTEMBER,16,3,False
243,32,DECEMBER,3,4,False
244,32,JUNE,14,5,False
245,32,APRIL,18,6,False
246,32,JULY,12,7,False
247,32,JANUARY,14,8,False
248,32,FEBRUARY,2,9,False
249,32,AUGUST,7,10,False
250,32,NOVEMBER,22,11,False
251,32,MARCH,18,12,True
252,33,DECEMBER,3,1,False
253,33,MARCH,18,2,False
254,33,NOVEMBER,22,3,False
255,33,JULY,12,4,False
256,33,APRIL,18,5,False
257,33,AUGUST,7,6,False
258,33,JANUARY,14,7,False
259,33,OCTOBER,20,8,False
260,33,MAY,25,9,True
261,34,AUGUST,7,1,False
262,34,SEPTEMBER,16,2,False
263,34,NOVEMBER,22,3,False
264,34,MARCH,18,4,False
265,34,JULY,12,5,False
266,34,FEBRUARY,2,6,False
267,34,APRIL,18,7,False
268,34,OCTOBER,20,8,False
269,34,DECEMBER,3,9,False
270,34,JANUARY,14,10,False
271,34,JUNE,14,11,False
272,34,MAY,25,12,True
273,35,DECEMBER,3,1,False
274,35,FEBRUARY,2,2,False
275,35,AUGUST,7,3,False
276,35,OCTOBER,20,4,True
277,36,MARCH,18,1,False
278,36,NOVEMBER,22,2,False
279,36,DECEMBER,3,3,False
280,36,OCTOBER,20,4,False
281,36,JUNE,14,5,False
282,36,FEBRUARY,2,6,False
283,36,MAY,25,7,True
284,37,AUGUST,7,1,False
285,37,JUNE,14,2,False
286,37,JULY,12,3,False
287,37,OCTOBER,20,4,True
288,38,NOVEMBER,22,1,False
289,38,APRIL,18,2,False
290,38,DECEMBER,3,3,False
291,38,OCTOBER,20,4,False
292,38,JUNE,14,5,False
293,38,JULY,12,6,False
294,38,FEBRUARY,2,7,False
295,38,SEPTEMBER,16,8,False
296,38,MARCH,18,9,False
297,38,JANUARY,14,10,False
298,38,AUGUST,7,11,False
299,38,MAY,25,12,True
300,39,DECEMBER,3,1,False
301,39,APRIL,18,2,False
302,39,OCTOBER,20,3,False
303,39,JULY,12,4,False
304,39,NOVEMBER,22,5,True
305,40,SEPTEMBER,16,1,False
306,40,MAY,25,2,False
307,40,FEBRUARY,2,3,False
308,40,MARCH,18,4,False
309,40,NOVEMBER,22,5,False
310,40,JULY,12,6,False
311,40,JANUARY,14,7,False
312,40,JUNE,14,8,False
313,40,APRIL,18,9,False
314,40,AUGUST,7,10,False
315,40,OCTOBER,20,11,False
316,40,DECEMBER,3,12,True
317,41,NOVEMBER,22,1,False
318,41,SEPTEMBER,16,2,False
319,41,MAY,25,3,False
320,41,FEBRUARY,2,4,False
321,41,AUGUST,7,5,False
322,41,MARCH,18,6,False
323,41,JUNE,14,7,False
324,41,JANUARY,14,8,False
325,41,JULY,12,9,False
326,41,DECEMBER,3,10,False
327,41,APRIL,18,11,False
328,41,OCTOBER,20,12,True
329,42,DECEMBER,3,1,False
330,42,JUNE,14,2,False
331,42,JANUARY,14,3,False
332,42,JULY,12,4,False
333,42,APRIL,18,5,True
334,43,MARCH,18,1,False
335,43,FEBRUARY,2,2,False
336,43,OCTOBER,20,3,False
337,43,DECEMBER,3,4,False
338,43,JULY,12,5,False
339,43,JUNE,14,6,False
340,43,NOVEMBER,22,7,True
341,44,JUNE,14,1,False
342,44,SEPTEMBER,16,2,False
343,44,MARCH,18,3,False
344,44,NOVEMBER,22,4,True
345,45,NOVEMBER,22,1,False
346,45,AUGUST,7,2,False
347,45,JANUARY,14,3,False
348,45,SEPTEMBER,16,4,False
349,45,MARCH,18,5,False
350,45,DECEMBER,3,6,False
351,45,JUNE,14,7,False
352,45,MAY,25,8,True
353,46,AUGUST,7,1,False
354,46,APRIL,18,2,False
355,46,MAY,25,3,False
356,46,NOVEMBER,22,4,False
357,46,JUNE,14,5,False
358,46,MARCH,18,6,False
359,46,FEBRUARY,2,7,False
360,46,JULY,12,8,False
361,46,JANUARY,14,9,False
362,46,SEPTEMBER,16,10,False
363,46,DECEMBER,3,11,False
364,46,OCTOBER,20,12,True
365,47,APRIL,18,1,False
366,47,MARCH,18,2,False
367,47,JANUARY,14,3,False
368,47,OCTOBER,20,4,True
369,48,OCTOBER,20,1,False
370,48,APRIL,18,2,False
371,48,JANUARY,14,3,False
372,48,JULY,12,4,False
373,48,DECEMBER,3,5,False
374,48,SEPTEMBER,16,6,False
375,48,NOVEMBER,22,7,True
376,49,JULY,12,1,False
377,49,AUGUST,7,2,False
378,49,SEPTEMBER,16,3,False
379,49,NOVEMBER,22,4,True
380,50,OCTOBER,20,1,False
381,50,FEBRUARY,2,2,False
382,50,MARCH,18,3,False
383,50,DECEMBER,3,4,False
384,50,MAY,25,5,True
385,51,SEPTEMBER,16,1,False
386,51,FEBRUARY,2,2,False
387,51,JUNE,14,3,False
388,51,AUGUST,7,4,False
389,51,JANUARY,14,5,False
390,51,NOVEMBER,22,6,True
391,52,SEPTEMBER,16,1,False
392,52,JANUARY,14,2,False
393,52,OCTOBER,20,3,False
394,52,MAY,25,4,True
395,53,JANUARY,14,1,False
396,53,JULY,12,2,False
397,53,FEBRUARY,2,3,False
398,53,APRIL,18,4,True
399,54,JUNE,14,1,False
400,54,JULY,12,2,False
401,54,FEBRUARY,2,3,False
402,54,SEPTEMBER,16,4,True
403,55,JANUARY,14,1,False
404,55,NOVEMBER,22,2,False
405,55,JULY,12,3,False
406,55,FEBRUARY,2,4,False
407,55,SEPTEMBER,16,5,False
408,55,MAY,25,6,True
409,56,MARCH,18,1,False
410,56,JUNE,14,2,False
411,56,JULY,12,3,False
412,56,FEBRUARY,2,4,False
413,56,SEPTEMBER,16,5,False
414,56,AUGUST,7,6,False
415,56,JANUARY,14,7,False
416,56,APRIL,18,8,True
417,57,OCTOBER,20,1,False
418,57,NOVEMBER,22,2,False
419,57,JUNE,14,3,False
420,57,DECEMBER,3,4,False
421,57,MARCH,18,5,False
422,57,JANUARY,14,6,False
423,57,AUGUST,7,7,False
424,57,FEBRUARY,2,8,False
425,57,SEPTEMBER,16,9,False
426,57,MAY,25,10,True
427,58,MARCH,18,1,False
428,58,NOVEMBER,22,2,False
429,58,JULY,12,3,False
430,58,JUNE,14,4,False
431,58,SEPTEMBER,16,5,False
432,58,OCTOBER,20,6,False
433,58,AUGUST,7,7,False
434,58,FEBRUARY,2,8,False
435,58,JANUARY,14,9,False
436,58,DECEMBER,3,10,False
437,58,APRIL,18,11,False
438,58,MAY,25,12,True
439,59,JULY,12,1,False
440,59,JUNE,14,2,False
441,59,FEBRUARY,2,3,False
442,59,NOVEMBER,22,4,True
443,60,MARCH,18,1,False
444,60,NOVEMBER,22,2,False
445,60,APRIL,18,3,False
446,60,MAY,25,4,True
447,61,FEBRUARY,2,1,False
448,61,AUGUST,7,2,False
449,61,MARCH,18,3,False
450,61,DECEMBER,3,4,False
451,61,MAY,25,5,True
452,62,JULY,12,1,False
453,62,NOVEMBER,22,2,False
454,62,MARCH,18,3,False
455,62,AUGUST,7,4,False
456,62,DECEMBER,3,5,False
457,62,FEBRUARY,2,6,False
458,62,JUNE,14,7,False
459,62,OCTOBER,20,8,False
460,62,APRIL,18,9,False
461,62,MAY,25,10,True
462,63,FEBRUARY,2,1,False
463,63,AUGUST,7,2,False
464,63,NOVEMBER,22,3,False
465,63,OCTOBER,20,4,False
466,63,JUNE,14,5,False
467,63,JANUARY,14,6,False
468,63,APRIL,18,7,False
469,63,MARCH,18,8,False
470,63,DECEMBER,3,9,False
471,63,MAY,25,10,True
472,64,JANUARY,14,1,False
473,64,AUGUST,7,2,False
474,64,SEPTEMBER,16,3,False
475,64,JULY,12,4,False
476,64,DECEMBER,3,5,False
477,64,APRIL,18,6,True
478,65,SEPTEMBER,16,1,False
479,65,MARCH,18,2,False
480,65,JANUARY,14,3,False
481,65,OCTOBER,20,4,True
482,66,MAY,25,1,False
483,66,JUNE,14,2,False
484,66,FEBRUARY,2,3,False
485,66,NOVEMBER,22,4,False
486,66,SEPTEMBER,16,5,False
487,66,JULY,12,6,False
488,66,DECEMBER,3,7,False
489,66,APRIL,18,8,False
490,66,AUGUST,7,9,False
491,66,MARCH,18,10,False
492,66,OCTOBER,20,11,False
493,66,JANUARY,14,12,True
494,67,JUNE,14,1,False
495,67,FEBRUARY,2,2,False
496,67,NOVEMBER,22,3,False
497,67,JULY,12,4,False
498,67,MARCH,18,5,False
499,67,JANUARY,14,6,False
500,67,AUGUST,7,7,False
501,67,SEPTEMBER,16,8,False
502,67,OCTOBER,20,9,False
503,67,MAY,25,10,True
504,68,APRIL,18,1,False
505,68,NOVEMBER,22,2,False
506,68,MAY,25,3,False
507,68,JANUARY,14,4,False
508,68,AUGUST,7,5,False
509,68,JULY,12,6,False
510,68,DECEMBER,3,7,False
511,68,JUNE,14,8,False
512,68,FEBRUARY,2,9,False
513,68,SEPTEMBER,16,10,False
514,68,MARCH,18,11,False
515,68,OCTOBER,20,12,True
516,69,AUGUST,7,1,False
517,69,NOVEMBER,22,2,False
518,69,JULY,12,3,False
519,69,FEBRUARY,2,4,False
520,69,APRIL,18,5,False
521,69,SEPTEMBER,16,6,False
522,69,MAY,25,7,True
523,70,MAY,25,1,False
524,70,FEBRUARY,2,2,False
525,70,MARCH,18,3,False
526,70,JUNE,14,4,False
527,70,JANUARY,14,5,False
528,70,OCTOBER,20,6,False
529,70,NOVEMBER,22,7,False
530,70,DECEMBER,3,8,False
531,70,AUGUST,7,9,False
532,70,JULY,12,10,False
533,70,APRIL,18,11,False
534,70,SEPTEMBER,16,12,True
535,71,SEPTEMBER,16,1,False
536,71,MARCH,18,2,False
537,71,MAY,25,3,False
538,71,DECEMBER,3,4,False
539,71,OCTOBER,20,5,False
540,71,JULY,12,6,False
541,71,JUNE,14,7,False
542,71,NOVEMBER,22,8,False
543,71,FEBRUARY,2,9,False
544,71,APRIL,18,10,False
545,71,JANUARY,14,11,False
546,71,AUGUST,7,12,True
547,72,DECEMBER,3,1,False
548,72,MAY,25,2,False
549,72,APRIL,18,3,False
550,72,FEBRUARY,2,4,False
551,72,OCTOBER,20,5,False
552,72,MARCH,18,6,False
553,72,NOVEMBER,22,7,False
554,72,JULY,12,8,False
555,72,JANUARY,14,9,False
556,72,JUNE,14,10,False
557,72,AUGUST,7,11,False
558,72,SEPTEMBER,16,12,True
559,73,JANUARY,14,1,False
560,73,AUGUST,7,2,False
561,73,MARCH,18,3,False
562,73,FEBRUARY,2,4,False
563,73,OCTOBER,20,5,True
564,74,JANUARY,14,1,False
565,74,OCTOBER,20,2,False
566,74,JULY,12,3,False
567,74,SEPTEMBER,16,4,False
568,74,MARCH,18,5,False
569,74,AUGUST,7,6,False
570,74,APRIL,18,7,False
571,74,FEBRUARY,2,8,False
572,74,JUNE,14,9,False
573,74,MAY,25,10,True
574,75,MAY,25,1,False
575,75,FEBRUARY,2,2,False
576,75,JUNE,14,3,False
577,75,MARCH,18,4,False
578,75,APRIL,18,5,False
579,75,JANUARY,14,6,False
580,75,AUGUST,7,7,False
581,75,DECEMBER,3,8,False
582,75,NOVEMBER,22,9,False
583,75,JULY,12,10,False
584,75,SEPTEMBER,16,11,False
585,75,OCTOBER,20,12,True
586,76,FEBRUARY,2,1,False
587,76,AUGUST,7,2,False
588,76,JUNE,14,3,False
589,76,APRIL,18,4,True
590,77,MARCH,18,1,False
591,77,OCTOBER,20,2,False
592,77,JANUARY,14,3,False
593,77,JUNE,14,4,False
594,77,NOVEMBER,22,5,True
595,78,JUNE,14,1,False
596,78,MAY,25,2,False
597,78,MARCH,18,3,False
598,78,FEBRUARY,2,4,False
599,78,APRIL,18,5,False
600,78,SEPTEMBER,16,6,False
601,78,NOVEMBER,22,7,False
602,78,JULY,12,8,False
603,78,JANUARY,14,9,False
604,78,AUGUST,7,10,False
605,78,OCTOBER,20,11,False
606,78,DECEMBER,3,12,True
607,79,SEPTEMBER,16,1,False
608,79,MAY,25,2,False
609,79,DECEMBER,3,3,False
610,79,JULY,12,4,False
611,79,AUGUST,7,5,False
612,79,JUNE,14,6,False
613,79,JANUARY,14,7,False
614,79,APRIL,18,8,False
615,79,NOVEMBER,22,9,False
616,79,FEBRUARY,2,10,False
617,79,OCTOBER,20,11,False
618,79,MARCH,18,12,True
619,80,MAY,25,1,False
620,80,OCTOBER,20,2,False
621,80,APRIL,18,3,False
622,80,JANUARY,14,4,False
623,80,AUGUST,7,5,False
624,80,MARCH,18,6,False
625,80,SEPTEMBER,16,7,False
626,80,JUNE,14,8,False
627,80,JULY,12,9,False
628,80,FEBRUARY,2,10,False
629,80,NOVEMBER,22,11,False
630,80,DECEMBER,3,12,True
631,81,MAY,25,1,False
632,81,FEBRUARY,2,2,False
633,81,MARCH,18,3,False
634,81,JULY,12,4,False
635,81,AUGUST,7,5,False
636,81,JUNE,14,6,False
637,81,NOVEMBER,22,7,False
638,81,APRIL,18,8,False
639,81,JANUARY,14,9,False
640,81,DECEMBER,3,10,False
641,81,OCTOBER,20,11,False
642,81,SEPTEMBER,16,12,True
643,82,JULY,12,1,False
644,82,MAY,25,2,False
645,82,FEBRUARY,2,3,False
646,82,JUNE,14,4,False
647,82,SEPTEMBER,16,5,False
648,82,MARCH,18,6,False
649,82,DECEMBER,3,7,False
650,82,NOVEMBER,22,8,False
651,82,JANUARY,14,9,False
652,82,OCTOBER,20,10,False
653,82,APRIL,18,11,False
654,82,AUGUST,7,12,True
655,83,APRIL,18,1,False
656,83,SEPTEMBER,16,2,False
657,83,JANUARY,14,3,False
658,83,FEBRUARY,2,4,False
659,83,MARCH,18,5,True
660,84,DECEMBER,3,1,False
661,84,OCTOBER,20,2,False
662,84,MARCH,18,3,False
663,84,JULY,12,4,False
664,84,AUGUST,7,5,False
665,84,JANUARY,14,6,False
666,84,APRIL,18,7,False
667,84,SEPTEMBER,16,8,False
668,84,NOVEMBER,22,9,True
669,85,FEBRUARY,2,1,False
670,85,APRIL,18,2,False
671,85,SEPTEMBER,16,3,False
672,85,DECEMBER,3,4,False
673,85,MAY,25,5,True
674,86,MAY,25,1,False
675,86,APRIL,18,2,False
676,86,AUGUST,7,3,False
677,86,DECEMBER,3,4,False
678,86,FEBRUARY,2,5,False
679,86,OCTOBER,20,6,False
680,86,SEPTEMBER,16,7,False
681,86,MARCH,18,8,False
682,86,NOVEMBER,22,9,False
683,86,JUNE,14,10,False
684,86,JANUARY,14,11,False
685,86,JULY,12,12,True
686,87,DECEMBER,3,1,False
687,87,SEPTEMBER,16,2,False
688,87,AUGUST,7,3,False
689,87,MAY,25,4,True
690,88,OCTOBER,20,1,False
691,88,SEPTEMBER,16,2,False
692,88,JANUARY,14,3,False
693,88,APRIL,18,4,False
694,88,NOVEMBER,22,5,True
695,89,AUGUST,7,1,False
696,89,JULY,12,2,False
697,89,APRIL,18,3,False
698,89,JANUARY,14,4,False
699,89,DECEMBER,3,5,False
700,89,MARCH,18,6,True
701,90,JULY,12,1,False
702,90,NOVEMBER,22,2,False
703,90,SEPTEMBER,16,3,False
704,90,APRIL,18,4,False
705,90,OCTOBER,20,5,False
706,90,MARCH,18,6,False
707,90,MAY,25,7,True
708,91,MAY,25,1,False
709,91,APRIL,18,2,False
710,91,NOVEMBER,22,3,False
711,91,JULY,12,4,False
712,91,DECEMBER,3,5,False
713,91,JANUARY,14,6,False
714,91,OCTOBER,20,7,False
715,91,FEBRUARY,2,8,False
716,91,AUGUST,7,9,False
717,91,MARCH,18,10,False
718,91,JUNE,14,11,False
719,91,SEPTEMBER,16,12,True
720,92,DECEMBER,3,1,False
721,92,NOVEMBER,22,2,False
722,92,JUNE,14,3,False
723,92,MARCH,18,4,False
724,92,OCTOBER,20,5,False
725,92,SEPTEMBER,16,6,False
726,92,JANUARY,14,7,False
727,92,JULY,12,8,False
728,92,MAY,25,9,True
729,93,SEPTEMBER,16,1,False
730,93,JUNE,14,2,False
731,93,JANUARY,14,3,False
732,93,MARCH,18,4,True
733,94,JUNE,14,1,False
734,94,AUGUST,7,2,False
735,94,JANUARY,14,3,False
736,94,JULY,12,4,False
737,94,FEBRUARY,2,5,False
738,94,MAY,25,6,True
739,95,MARCH,18,1,False
740,95,DECEMBER,3,2,False
741,95,AUGUST,7,3,False
742,95,NOVEMBER,22,4,True
743,96,AUGUST,7,1,False
744,96,MAY,25,2,False
745,96,FEBRUARY,2,3,False
746,96,DECEMBER,3,4,False
747,96,OCTOBER,20,5,False
748,96,MARCH,18,6,False
749,96,JANUARY,14,7,False
750,96,NOVEMBER,22,8,False
751,96,APRIL,18,9,False
752,96,SEPTEMBER,16,10,False
753,96,JULY,12,11,False
754,96,JUNE,14,12,True
755,97,JUNE,14,1,False
756,97,SEPTEMBER,16,2,False
757,97,MARCH,18,3,False
758,97,APRIL,18,4,True
759,98,FEBRUARY,2,1,False
760,98,APRIL,18,2,False
761,98,JULY,12,3,False
762,98,MAY,25,4,True
763,99,OCTOBER,20,1,False
764,99,NOVEMBER,22,2,False
765,99,FEBRUARY,2,3,False
766,99,JANUARY,14,4,False
767,99,MAY,25,5,True
768,100,JUNE,14,1,False
769,100,NOVEMBER,22,2,False
770,100,AUGUST,7,3,False
771,100,JANUARY,14,4,False
772,100,FEBRUARY,2,5,False
773,100,OCTOBER,20,6,False
774,100,JULY,12,7,False
775,100,SEPTEMBER,16,8,False
776,100,MAY,25,9,True
777,101,JUNE,14,1,False
778,101,APRIL,18,2,False
779,101,SEPTEMBER,16,3,False
780,101,MARCH,18,4,True
781,102,DECEMBER,3,1,False
782,102,OCTOBER,20,2,False
783,102,JULY,12,3,False
784,102,FEBRUARY,2,4,False
785,102,JANUARY,14,5,False
786,102,JUNE,14,6,False
787,102,SEPTEMBER,16,7,False
788,102,APRIL,18,8,False
789,102,NOVEMBER,22,9,True
790,103,APRIL,18,1,False
791,103,SEPTEMBER,16,2,False
792,103,JANUARY,14,3,False
793,103,DECEMBER,3,4,False
794,103,MARCH,18,5,True
795,104,OCTOBER,20,1,False
796,104,SEPTEMBER,16,2,False
797,104,JANUARY,14,3,False
798,104,FEBRUARY,2,4,False
799,104,NOVEMBER,22,5,True
800,105,NOVEMBER,22,1,False
801,105,APRIL,18,2,False
802,105,OCTOBER,20,3,False
803,105,JULY,12,4,False
804,105,SEPTEMBER,16,5,False
805,105,JANUARY,14,6,False
806,105,JUNE,14,7,False
807,105,MARCH,18,8,False
808,105,DECEMBER,3,9,False
809,105,AUGUST,7,10,False
810,105,FEBRUARY,2,11,False
811,105,MAY,25,12,True
812,106,OCTOBER,20,1,False
813,106,MARCH,18,2,False
814,106,JANUARY,14,3,False
815,106,DECEMBER,3,4,False
816,106,JULY,12,5,False
817,106,APRIL,18,6,False
818,106,AUGUST,7,7,False
819,106,MAY,25,8,True
820,107,APRIL,18,1,False
821,107,NOVEMBER,22,2,False
822,107,FEBRUARY,2,3,False
823,107,DECEMBER,3,4,False
824,107,SEPTEMBER,16,5,False
825,107,JUNE,14,6,False
826,107,JULY,12,7,False
827,107,OCTOBER,20,8,False
828,107,MAY,25,9,True
829,108,DECEMBER,3,1,False
830,108,JULY,12,2,False
831,108,SEPTEMBER,16,3,False
832,108,MAY,25,4,True
833,109,NOVEMBER,22,1,False
834,109,JANUARY,14,2,False
835,109,DECEMBER,3,3,False
836,109,JUNE,14,4,False
837,109,AUGUST,7,5,False
838,109,JULY,12,6,False
839,109,FEBRUARY,2,7,False
840,109,OCTOBER,20,8,False
841,109,MARCH,18,9,False
842,109,MAY,25,10,True
843,110,JUNE,14,1,False
844,110,OCTOBER,20,2,False
845,110,SEPTEMBER,16,3,False
846,110,MARCH,18,4,False
847,110,DECEMBER,3,5,False
848,110,AUGUST,7,6,False
849,110,JANUARY,14,7,False
850,110,JULY,12,8,False
851,110,APRIL,18,9,False
852,110,MAY,25,10,True
853,111,DECEMBER,3,1,False
854,111,OCTOBER,20,2,False
855,111,SEPTEMBER,16,3,False
856,111,NOVEMBER,22,4,True
857,112,FEBRUARY,2,1,False
858,112,SEPTEMBER,16,2,False
859,112,DECEMBER,3,3,False
860,112,APRIL,18,4,True
861,113,MARCH,18,1,False
862,113,SEPTEMBER,16,2,False
